chr	start	stop	q-value	mean methylation difference	#CpGs	p (MWU)	p (2D KS)	mean g1	mean g2
chr8	71844421	71844770	0.044318	0.102705	8	0.0012662	0.00058382	0.22077	0.11806
chr8	85438339	85438839	0.016938	0.178835	8	1.5567e-05	0.00016189	0.26218	0.083349
chr8	98938689	98939503	0.0039841	0.356679	5	1.1164e-07	1.1429e-05	0.57775	0.22107
chr8	98948270	98950120	1.1249e-06	0.304775	13	3.1231e-13	1.8627e-10	0.57893	0.27415
chr8	100105855	100106321	0.0016753	0.337878	5	1.109e-05	2.9046e-06	0.45758	0.1197
chr8	104466455	104467091	0.0008009	0.317621	6	2.234e-06	1.0091e-06	0.41332	0.095698
chr8	132561492	132561827	0.00052124	-0.379559	5	2.7145e-08	5.3853e-07	0.4235	0.80306
chr8	140589042	140589338	0.00058571	-0.30284	5	3.3879e-08	6.5216e-07	0.25218	0.55502
chr8	141507086	141507454	0.0039841	-0.289356	6	1.239e-06	1.0049e-05	0.43165	0.72101
chr8	142454076	142454531	0.0070981	-0.281611	5	1.109e-05	4.1369e-05	0.46064	0.74225
chr8	142742316	142742584	0.0039841	-0.207097	5	4.8054e-05	1.0502e-05	0.53274	0.73983
chr8	142834360	142834962	0.0030281	-0.192959	9	7.0919e-07	5.8272e-06	0.68188	0.87484
chr8	143131758	143132176	0.00020439	-0.301192	5	7.8918e-07	1.4936e-07	0.5468	0.84799
chrX	22999539	23000014	0.01656	-0.179913	9	4.0705e-05	0.00015202	0.68624	0.86616
chrX	27463032	27463442	0.029659	-0.264098	6	8.0107e-06	0.0003502	0.60413	0.86823
chrX	101098042	101098474	0.018921	-0.18847	6	0.0010856	0.00021219	0.14754	0.33601
chrX	101622948	101624180	0.031842	-0.119682	14	4.1156e-05	0.00037746	0.10641	0.22609
chrX	116462885	116463040	0.0069744	-0.276836	5	8.7155e-07	4.0327e-05	0.63312	0.90996
chrX	119871450	119872160	0.023706	-0.126535	14	2.9141e-05	0.00027811	0.13942	0.26595
chrX	129654936	129655413	0.046332	-0.14407	7	0.00098499	0.00061195	0.16748	0.31154
chrX	134545964	134546945	2.071e-06	0.162885	13	7.7827e-14	3.8021e-10	0.89669	0.73381
